"","Name_original","Name_std","ScientificName","Rank","Kingdom","Phylum","Order","Suborder","Infraorder","Family","Genus","Species","Subspecies","FHLCode","Taxonomy_source"
"2704","Rhagium inquisitor","Rhagium inquisitor","Rhagium inquisitor (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Rhagium","Rhagium inquisitor",NA,"87-.011-.004-.","FHL"
"2705","Rhagium mordax","Rhagium mordax","Rhagium mordax (DeGeer, 1775)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Rhagium","Rhagium mordax",NA,"87-.011-.003-.","FHL"
"2706","Rhagium sycophanta","Rhagium sycophanta","Rhagium sycophanta (Schrank, 1781)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Rhagium","Rhagium sycophanta",NA,"87-.011-.002-.","FHL"
"2707","Rhagonycha spec.","Rhagonycha","Rhagonycha Eschscholtz, 1830","GENUS","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Cantharidae","Rhagonycha",NA,NA,"27-.005-.000-.","FHL"
"2708","Rhagonycha atra","Rhagonycha atra","Rhagonycha atra (Linnaeus, 1767)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Cantharidae","Rhagonycha","Rhagonycha atra",NA,"27-.005-.010-.","FHL"
"2709","Rhagonycha fulva","Rhagonycha fulva","Rhagonycha fulva (Scopoli, 1763)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Cantharidae","Rhagonycha","Rhagonycha fulva",NA,"27-.005-.002-.","FHL"
"2710","Rhagonycha gallica","Rhagonycha gallica","Rhagonycha gallica Pic, 1923","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Cantharidae","Rhagonycha","Rhagonycha gallica",NA,"27-.005-.014-.","FHL"
"2711","Rhagonycha lignosa","Rhagonycha lignosa","Rhagonycha lignosa (O. F. Müller, 1764)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Cantharidae","Rhagonycha","Rhagonycha lignosa",NA,"27-.005-.008-.","FHL"
"2712","Rhagonycha lutea","Rhagonycha lutea","Rhagonycha lutea (O. F. Müller, 1764)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Cantharidae","Rhagonycha","Rhagonycha lutea",NA,"27-.005-.001-.","FHL"
"2713","Rhagonycha limbata","Rhagonycha nigriventris","Rhagonycha nigriventris Motschulsky, 1860","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Cantharidae","Rhagonycha","Rhagonycha nigriventris",NA,"27-.005-.006-.","FHL"
"2714","Rhagonycha testacea","Rhagonycha testacea","Rhagonycha testacea (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Cantharidae","Rhagonycha","Rhagonycha testacea",NA,"27-.005-.005-.","FHL"
"2715","Rhagonycha translucida","Rhagonycha translucida","Rhagonycha translucida (Krynicki, 1832)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Cantharidae","Rhagonycha","Rhagonycha translucida",NA,"27-.005-.003-.","FHL"
"2716","Rhamnusium bicolor","Rhamnusium bicolor","Rhamnusium bicolor (Schrank, 1781)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Rhamnusium","Rhamnusium bicolor",NA,"87-.012-.001-.","FHL"
"2717","Rhamphus oxyacanthae","Rhamphus oxyacanthae","Rhamphus oxyacanthae (Marsham, 1802)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Rhamphus","Rhamphus oxyacanthae",NA,"93-.181-.002-.","FHL"
"2718","Rhamphus pulicarius","Rhamphus pulicarius","Rhamphus pulicarius (Herbst, 1795)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Rhamphus","Rhamphus pulicarius",NA,"93-.181-.001-.","FHL"
"2719","Rhamphus subaeneus","Rhamphus subaeneus","Rhamphus subaeneus Illiger, 1807","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Rhamphus","Rhamphus subaeneus",NA,"93-.181-.003-.","FHL"
"2720","Nartus grapii","Rhantus grapii","Rhantus grapii (Gyllenhal, 1808)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Dytiscidae","Rhantus","Rhantus grapii",NA,"04-.026-.0001.","FHL"
"2721","Rhantus latitans","Rhantus latitans","Rhantus latitans Sharp, 1882","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Dytiscidae","Rhantus","Rhantus latitans",NA,"04-.026-.009-.","FHL"
"2722","Rhaphitropis marchica","Rhaphitropis marchica","Rhaphitropis marchica (Herbst, 1797)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Anthribidae","Rhaphitropis","Rhaphitropis marchica",NA,"90-.007-.001-.","FHL"
"2723","Rhaphitropis marchicus","Rhaphitropis marchica","Rhaphitropis marchica (Herbst, 1797)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Anthribidae","Rhaphitropis","Rhaphitropis marchica",NA,"90-.007-.001-.","FHL"
"2724","Rhinocyllus conicus","Rhinocyllus conicus","Rhinocyllus conicus (J. A. Frölich, 1792)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Rhinocyllus","Rhinocyllus conicus",NA,"93-.054-.001-.","FHL"
"2725","Rhinomias forticornis","Rhinomias forticornis","Rhinomias forticornis (Boheman, 1842)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Rhinomias","Rhinomias forticornis",NA,"93-.025-.001-.","FHL"
"2726","Rhinoncus castor","Rhinoncus castor","Rhinoncus castor (Fabricius, 1792)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Rhinoncus","Rhinoncus castor",NA,"93-.145-.008-.","FHL"
"2727","Rhinoncus henningsi","Rhinoncus henningsi","Rhinoncus henningsi Wagner, 1936","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Rhinoncus","Rhinoncus henningsi",NA,"93-.145-.005-.","FHL"
"2728","Rhinoncus inconspectus","Rhinoncus inconspectus","Rhinoncus inconspectus (Herbst, 1795)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Rhinoncus","Rhinoncus inconspectus",NA,"93-.145-.003-.","FHL"
"2729","Rhinoncus pericarpius","Rhinoncus pericarpius","Rhinoncus pericarpius (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Rhinoncus","Rhinoncus pericarpius",NA,"93-.145-.004-.","FHL"
"2730","Rhinoncus perpendicularis","Rhinoncus perpendicularis","Rhinoncus perpendicularis (Reich, 1797)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Rhinoncus","Rhinoncus perpendicularis",NA,"93-.145-.002-.","FHL"
"2731","Gymnetron antirrhini","Rhinusa antirrhini","Rhinusa antirrhini (Paykull, 1800)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Rhinusa","Rhinusa antirrhini",NA,"93-.1741.004-.","FHL"
"2732","Gymnetron asellus","Rhinusa asellus","Rhinusa asellus (Gravenhorst, 1807)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Rhinusa","Rhinusa asellus",NA,"93-.1741.001-.","FHL"
"2733","Cyanostolus aeneus","Rhizophagus aeneus","Rhizophagus aeneus C. F. W. Richter, 1820","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Monotomidae","Rhizophagus","Rhizophagus aeneus",NA,"52-.001-.001-.","FHL"
"2734","Rhizophagus aeneus","Rhizophagus aeneus","Rhizophagus aeneus C. F. W. Richter, 1820","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Monotomidae","Rhizophagus","Rhizophagus aeneus",NA,"52-.001-.001-.","FHL"
"2735","Rhizophagus bipustulatus","Rhizophagus bipustulatus","Rhizophagus bipustulatus (Fabricius, 1792)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Monotomidae","Rhizophagus","Rhizophagus bipustulatus",NA,"52-.001-.009-.","FHL"
"2736","Rhizophagus cribratus","Rhizophagus cribratus","Rhizophagus cribratus Gyllenhal, 1827","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Monotomidae","Rhizophagus","Rhizophagus cribratus",NA,"52-.001-.013-.","FHL"
"2737","Rhizophagus depressus","Rhizophagus depressus","Rhizophagus depressus (Fabricius, 1792)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Monotomidae","Rhizophagus","Rhizophagus depressus",NA,"52-.001-.003-.","FHL"
"2738","Rhizophagus dispar","Rhizophagus dispar","Rhizophagus dispar (Paykull, 1800)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Monotomidae","Rhizophagus","Rhizophagus dispar",NA,"52-.001-.008-.","FHL"
"2739","Rhizophagus fenestralis","Rhizophagus fenestralis","Rhizophagus fenestralis (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Monotomidae","Rhizophagus","Rhizophagus fenestralis",NA,"52-.001-.012-.","FHL"
